Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor
PWAD,675,001,9714,"WAR, CRIMES AGT HUMAN, JUSTICE",3,MW,14:30 - 15:45,Hamilton Hall RBuilding,0420,"Ross,Joseph A"
PWAD,680,015,10533,RESEARCH SEMINAR IN PWAD,3,W,09:30 - 11:45,Alumni RBuilding,0308,"Whitaker,Erinn Catherine"
JWST,110,001,11209,NEW TESTAMENT ARCHAEOLOG,3,TuTh,11:00 - 12:15,Global Center RBuilding,1005,"MAGNESS,JODI"
JWST,225,001,14370,EARLY MODERN JEWISH LITERATURE,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0410,"VON BERNUTH,RUTH"
JWST,251,001,15016,JEWISH AM EXPERIENCE,3,TuTh,14:00 - 15:15,Mitchell RBuilding,0205,"Katz,Emily"
JWST,253,001,11736,JEWISH WOMEN IN AMERICA,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0203,"Hinderliter,Jillian Michele"
JWST,262,006,10354,HOLOCAUST,3,TuTh,11:00 - 12:15,Davie RBuilding,0112,"AUERBACH,KAREN MICHELLE"
JWST,274,001,14366,REPRESENTING THE HOLOCAUST,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0404,"Nester,Adi"
JWST,343,001,13183,RELI IN MOD ISRAEL,3,TuTh,14:00 - 15:15,Murphey RBuilding,0204,"ARIEL,YAAKOV S"
JWST,390,001,5883,TOPICS IN JEWISH STUDIES,1,M,16:40 - 17:30 Confronting Antisemi,Dey Hall RBuilding,0304,"Czendze,Oskar"
JWST,465,001,5392,LIT OF ATROCITY,3,TuTh,15:30 - 16:45,Global Center RBuilding,1005,"PIKE,DAVID C"
JWST,485,001,13920,MOD EAST EUROPEAN JEWISH HIST,3,TuTh,14:00 - 15:15,Greenlaw RBuilding,0302,"AUERBACH,KAREN MICHELLE"
JWST,486,001,15151,JEWISH SOUTH,3,MW,15:35 - 16:50,Alumni RBuilding,0205,"FERRIS,MARCIE C"
JWST,512,001,13187,ANCIENT SYNAGOGUES,3,TuTh,14:00 - 15:15,Murphey RBuilding,0105,"MAGNESS,JODI"
RELI,65,001,13147,"FYS MYTH, PHIL & SCIENCE",3,TuTh,11:00 - 12:15,Global Center RBuilding,3024,"PLESE,ZLATKO"
RELI,71,001,11207,FYS SPIRIT OF CAPITALISM,3,TuTh,09:30 - 10:45,Carolina Hall RBuilding,0104,"Consenstein,Eden"
RELI,89,001,13151,FYS: SPECIAL TOPICS,3,TuTh,12:30 - 13:45 Lux Libertas:Handlin,Fred Brooks Hall atR Building,F007,"SINGH,MONTEK"
RELI,101,001,11618,INTRO TO RELI STUDIES,3,TuTh,09:30 - 10:45,Hanes Art Center RBuilding,0218,"Lawson,Sierra Lynn"
RELI,104,001,5332,INTRO TO THE NEW TESTAMENT,3,MW,09:00 - 09:50,Global Center RBuilding,1015,"Mendez,Hugo Enrique"
RELI,104,611,13149,INTRO TO THE NEW TESTAMENT Recitation 3 A (In Person On Campus Learners),3,F,12:00 - 12:50,Hanes Hall RBuilding,0107,Class Enrl Cap:20 Class Enrl Tot:2 Class Wait Cap:999 Class Wait Tot:0 Class Min Enrl:0
RELI,110,001,11208,NEW TESTAMENT ARCHAEOLOG,3,TuTh,11:00 - 12:15,Global Center RBuilding,1005,"MAGNESS,JODI"
RELI,126,001,11735,PHIL WEST REL,3,TuTh,09:30 - 10:45,Caldwell RBuilding,0105,"LeViness,Jackson Drew"
RELI,132,001,14637,RELIGION AND GLOBAL JUSTICE,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0206,Class Enrl Cap:30 Class Enrl Tot:30 Class Wait Cap:999 Class Wait Tot:3 Class Min Enrl:0
RELI,201,001,13157,ANCIENT BIBLICAL INTERP,3,MW,15:35 - 16:50,Murphey RBuilding,0105,"Choi,Seonghyun"
RELI,207,001,13158,EARLY CHRISTIAN GOSPELS,3,MW,15:35 - 16:50,Genome Sciences Building RBuilding,1374,"Sdao,Michelle Catherine"
RELI,220,001,13161,RELIGION AND MEDICINE,3,MW,15:35 - 16:50,Dey Hall RBuilding,0404,"Kurtz,Carter Elise"
RELI,226,001,13162,HUMAN ANIMALS IN RELI & ETHICS,3,TuTh,09:30 - 10:20,Chapman Hall RBuilding,0211,"COOPER,ANDREA"
RELI,226,606,13171,HUMAN ANIMALS IN RELI & ETHICSRecitation 3 A (In Person On Campus Learners),3,F,14:00 - 14:50,Hanes Art Center RBuilding,0116,"Tsoulouhas,Ariadne"
RELI,226,608,15970,HUMAN ANIMALS IN RELI & ETHICSRecitation 3 A (In Person On Campus Learners),3,F,10:10 - 11:00,Tate Turner Kuralt RBuilding,0114,Class Enrl Cap:20 Class Enrl Tot:0 Class Wait Cap:0 Class Wait Tot:0 Class Min Enrl:0
RELI,279,001,11619,ISLAMIC LAW,3,MW,15:35 - 16:50,Kenan Laboratories RBuilding,B121,"Miller,John Lain"
RELI,285,001,10139,BUDDHIST TRAD: SE ASIA,3,TuTh,09:30 - 10:45,Greenlaw RBuilding,0101,"LEVE,LAUREN G"
RELI,343,001,13182,RELI IN MOD ISRAEL,3,TuTh,14:00 - 15:15,Murphey RBuilding,0204,"ARIEL,YAAKOV S"
RELI,345,001,13184,BLACK ATLANTIC RELIGIONS,3,TuTh,12:30 - 13:45,Greenlaw RBuilding,0304,"McCormick,Bryce Everett"
RELI,427,001,11228,SPIRIT POSSESSION,3,Tu,15:30 - 18:20,Carolina Hall RBuilding,0104,"THORNTON,BRENDAN JAMAL"
RELI,450,001,10566,SEXUALITY IN JUDAISM,3,TuTh,12:30 - 13:45,Murphey RBuilding,0105,"MARIENBERG,EVYATAR"
RELI,512,001,13185,ANCIENT SYNAGOGUES,3,TuTh,14:00 - 15:15,Murphey RBuilding,0105,"MAGNESS,JODI"
RELI,582,001,13189,ISLAM IN SOUTH ASIA,3,TuTh,15:30 - 16:45,Murphey RBuilding,0105,"Bhandari,Arpan"
RELI,587,001,13190,ISLAM AND SEXUAL DIVERSITY,3,TuTh,14:00 - 15:15,Graham Memorial RBuilding,0035,"HAMMER,JULIANE"
RELI,602,001,14634,WHAT IS SCRIPTURE?,3,TuTh,15:30 - 16:45,Smith RBuilding,0107,"LAMBERT,DAVID ARTHUR"
RELI,696,056,15940,INDEPENDENT STUDY,3,TBA,TBA,TBA RBuilding,TBA,"LEVE,LAUREN G"
RELI,721,001,13429,THEORIES/RELI & CUL,3,M,15:00 - 17:50,New East RBuilding,0305,"OCHOA,TODD RAMON"
RELI,724,001,13192,ETHNOGRAPHIC METHODS,3,Tu,12:30 - 15:50,Tate Turner Kuralt RBuilding,0114,"LEVE,LAUREN G"
RELI,740,001,13193,APPROACHES RELI IN AMERICAS,3,Th,14:00 - 16:50,Hamilton Hall RBuilding,0423,"Consenstein,Eden"
RELI,821,001,13194,SEM IN RELI & CULT,3,W,17:00 - 19:50,Hamilton Hall RBuilding,0570,"LAMBERT,DAVID ARTHUR"
RELI,890,028,12611,TOPICS IN RELI,3,TBA,TBA,TBA RBuilding,TBA,"Consenstein,Eden"
RELI,890,048,12727,TOPICS IN RELI,3,TBA,TBA,TBA RBuilding,TBA,"ARIEL,YAAKOV S"
RELI,890,049,12847,TOPICS IN RELI,3,TBA,TBA,TBA RBuilding,TBA,"PLESE,ZLATKO"
RELI,890,052,12703,TOPICS IN RELI,3,TBA,TBA,TBA RBuilding,TBA,"STYERS,RANDALL G"
RELI,890,056,5881,TOPICS IN RELI,3,TBA,TBA,TBA RBuilding,TBA,"LEVE,LAUREN G"
RELI,890,064,12805,TOPICS IN RELI,3,TBA,TBA,TBA RBuilding,TBA,"LAM,JOSEPH C"
RELI,910,053,9656,PROFESSIONAL DEVELOPMENT SEM,1,TBA,TBA,TBA RBuilding,TBA,Staff
RELI,993,019,5865,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"EHRMAN,BART D"
RELI,993,040,12877,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"THORNTON,BRENDAN JAMAL"
RELI,993,049,5513,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"PLESE,ZLATKO"
RELI,993,053,10910,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"HAMMER,JULIANE"
RELI,993,055,12679,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,"BOON,JESSICA ALEXIS"
RELI,994,015,9863,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"LAMBERT,DAVID ARTHUR"
RELI,994,019,5510,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"EHRMAN,BART D"
RELI,994,042,5515,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
RELI,994,048,5548,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ARIEL,YAAKOV S"
RELI,994,049,5505,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"PLESE,ZLATKO"
RELI,994,052,5489,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"STYERS,RANDALL G"
RELI,994,053,5512,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"HAMMER,JULIANE"
RELI,994,054,5507,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MAGNESS,JODI"
RELI,994,055,10785,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BOON,JESSICA ALEXIS"
RELI,994,057,5509,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"AMBROS,BARBARA R"
RELI,994,061,5974,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BAYNE,BRANDON LYNN"
RELI,994,065,5508,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"OCHOA,TODD RAMON"
FREN,101,001,2134,ELEM FRNCH I,3,MWF,10:10 - 11:00,Hanes Hall RBuilding,0112,"Demsey,Laura Ashley"
FREN,101,002,10345,ELEM FRNCH I,3,MWF,10:10 - 11:00,Hanes Hall RBuilding,0112,Staff
FREN,101,003,2135,ELEM FRNCH I,3,MWF,12:20 - 13:10,Murphey RBuilding,0314,Staff
FREN,102,001,3399,ELEM FRNCH II,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0302,Staff
FREN,102,002,2136,ELEM FRNCH II,3,MWF,10:10 - 11:00,Hamilton Hall RBuilding,0425,Staff
FREN,102,003,2137,ELEM FRNCH II,3,MWF,12:20 - 13:10,Hanes Hall RBuilding,0112,"Demsey,Laura Ashley"
FREN,102,004,4233,ELEM FRNCH II,3,MWF,13:25 - 14:15,Hanes Hall RBuilding,0112,Staff
FREN,105,001,2138,FREN FOR HIGH BEGNNRS,4,MWF,10:10 - 11:00,Hamilton Hall RBuilding,0351,Staff
FREN,105,002,2139,FREN FOR HIGH BEGNNRS,4,MWF,11:15 - 12:05,Murphey RBuilding,0314,Staff
FREN,105,003,2140,FREN FOR HIGH BEGNNRS,4,MWF,12:20 - 13:10,Dey Hall RBuilding,0412,Staff
FREN,186,001,11906,FOOD FOR THOUGHT,3,TuTh,12:30 - 13:45,Wilson RBuilding,0128,"TANNER,JESSICA LEIGH"
FREN,203,001,2141,INTER FRNCH I,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0303,"Ruel,Cecile Paule"
FREN,203,002,2142,INTER FRNCH I,3,MWF,10:10 - 11:00,Wilson RBuilding,0139,Staff
FREN,203,003,2143,INTER FRNCH I,3,MWF,10:10 - 11:00,Hamilton Hall RBuilding,0423,"HEITSCH,DOROTHEA"
FREN,203,004,2144,INTER FRNCH I,3,MWF,11:15 - 12:05,Hanes Hall RBuilding,0112,Staff
FREN,203,005,2145,INTER FRNCH I,3,MWF,12:20 - 13:10,Greenlaw RBuilding,0317,"HEITSCH,DOROTHEA"
FREN,203,006,2146,INTER FRNCH I,3,MWF,12:20 - 13:10,Genome Sciences Building RBuilding,1373,Staff
FREN,203,007,2147,INTER FRNCH I,3,MWF,13:25 - 14:15,Hamilton Hall RBuilding,0420,Staff
FREN,203,008,2154,INTER FRNCH I,3,MWF,13:25 - 14:15,New East RBuilding,0301,Staff
FREN,203,009,3962,INTER FRNCH I,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0209,Staff
FREN,204,001,2156,INTER FRNCH II IN CONTEXT,3,MWF,10:10 - 11:00,Hamilton Hall RBuilding,0420,Staff
FREN,204,002,2157,INTER FRNCH II IN CONTEXT,3,MWF,11:15 - 12:05,Greenlaw RBuilding,0106,Staff
FREN,204,003,2158,INTER FRNCH II IN CONTEXT,3,MWF,12:20 - 13:10,New East RBuilding,0301,Staff
FREN,255,001,3172,CONVERSATION I,3,MWF,13:25 - 14:15,Hamilton Hall RBuilding,0423,Staff
FREN,260,001,5734,LIT FRENCH-SPEAKING WORLD,3,MWF,11:15 - 12:05,Graham Memorial RBuilding,0210,Staff
FREN,296,014,12938,COURSE CORRESPONDENT FREN,1,TBA,TBA,TBA RBuilding,TBA,Staff
FREN,300,001,2159,FREN COMP & GRMMR,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0205,"HEITSCH,DOROTHEA"
FREN,300,002,2160,FREN COMP & GRMMR,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0302,"Ruel,Cecile Paule"
FREN,350,001,13721,SOCIETAL ISSUES FRANCE&BEYOND,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0303,"Pruvost,Valerie Celine"
FREN,365,001,13722,INTRO TRANSLATION,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0204,"MELEHY,HASSAN"
FREN,386,001,13802,NEW WAVE CINEMA,3,TuTh,15:30 - 16:45,Dey Hall RBuilding,0204,"MELEHY,HASSAN"
FREN,390,001,5369,TOPICS IN FREN & FRANCOPHONE,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0301,"Matharoo,Sean Singh"
FREN,402,001,2161,INTERMED ACCEL FREN,3,MWF,11:15 - 12:05,New East RBuilding,0301,"Ruel,Cecile Paule"
FREN,489,001,13803,19TH-CENTURY LIT & CULTURE,3,TuTh,11:00 - 12:15,Graham Memorial RBuilding,0212,"TANNER,JESSICA LEIGH"
FREN,565,001,13804,FREN PHONETICS/PHON,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0203,"Demsey,Laura Ashley"
FREN,675,001,13805,LITERATURE AND ENLIGHTENMENT,3,M,14:30 - 17:00,Dey Hall RBuilding,0205,"WELCH,ELLEN R"
FREN,992,008,3521,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,"WELCH,ELLEN R"
FREN,992,030,3945,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,"TANNER,JESSICA LEIGH"
FREN,992,046,3928,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,"Matharoo,Sean Singh"
FREN,992,064,5452,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,"MELEHY,HASSAN"
FREN,993,030,4727,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
FREN,993,046,3173,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
FREN,993,050,3203,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
FREN,993,064,4726,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA RBuilding,TBA,Staff
FREN,994,008,2643,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"WELCH,ELLEN R"
FREN,994,030,4724,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"TANNER,JESSICA LEIGH"
FREN,994,045,2644,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Serrato,Erika Vanessa"
FREN,994,046,2645,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Matharoo,Sean Singh"
FREN,994,064,2646,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"MELEHY,HASSAN"
ITAL,101,001,11947,ELEM ITAL I,3,MWF,10:10 - 11:00,Phillips RBuilding,0247,Staff
ITAL,101,002,2162,ELEM ITAL I,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0203,Staff
ITAL,101,003,2163,ELEM ITAL I,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0306,Staff
ITAL,101,004,13807,ELEM ITAL I,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0307,Staff
ITAL,101,005,14723,ELEM ITAL I,3,TuTh,12:30 - 13:45,Genome Sciences Building RBuilding,1373,"LEE,MALGORZATA A"
ITAL,102,001,11948,ELEM ITAL II,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0209,Staff
ITAL,102,002,10350,ELEM ITAL II,3,MWF,10:10 - 11:00,Mitchell RBuilding,121A,Staff
ITAL,102,003,2164,ELEM ITAL II,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0202,Staff
ITAL,102,004,2165,ELEM ITAL II,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0202,Staff
ITAL,102,005,2166,ELEM ITAL II,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0206,Staff
ITAL,102,006,9358,ELEM ITAL II,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0208,Staff
ITAL,203,001,2167,INTMED ITAL I,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0210,Staff
ITAL,203,002,9359,INTMED ITAL I,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0210,Staff
ITAL,204,001,3401,INTERMED ITAL II,3,MWF,12:20 - 13:10,Murphey RBuilding,0302,Staff
ITAL,310,001,13808,ITAL CONV,3,MWF,10:10 - 11:00,New West RBuilding,0219,Staff
ITAL,343,001,14686,ITAL CULTURE TODAY,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0205,Staff
ITAL,359,001,13809,MEDIEVAL FRAUDS,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0301,"Fritz-Morkin,Maggie Ann"
ITAL,402,001,5737,INTERMED ACCEL ITAL,3,MWF,11:15 - 12:05,Murphey RBuilding,0302,Staff
ITAL,735,001,14582,BOCCACCIO BETWEEN THE LINES,3,Th,09:30 - 12:00,Dey Hall RBuilding,0209,"Fritz-Morkin,Maggie Ann"
ITAL,830,001,13811,SEMINAR,3,Tu,14:00 - 16:30,Dey Hall RBuilding,0208,"Iovino,Serenella"
ITAL,992,015,6004,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,"Iovino,Serenella"
ITAL,992,044,5170,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,"Fritz-Morkin,Maggie Ann"
ITAL,992,069,3484,MASTER'S (NON-THESIS),3,TBA,TBA,TBA RBuilding,TBA,Staff
ITAL,994,015,2653,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Iovino,Serenella"
ITAL,994,039,4723,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
ITAL,994,044,2654,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Fritz-Morkin,Maggie Ann"
ITAL,994,069,2655,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
PORT,101,001,13601,ELEM PORT I,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0102,Staff
PORT,101,002,2169,ELEM PORT I,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0306,"Hill,Chloe M"
PORT,101,003,2170,ELEM PORT I,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0425,"Hauskrecht,Nilzimar"
PORT,101,004,2171,ELEM PORT I,3,MWF,12:20 - 13:10,Greenlaw RBuilding,0103,Staff
PORT,101,005,3888,ELEM PORT I,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0202,"Hauskrecht,Nilzimar"
PORT,102,001,4538,ELEM PORT II,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0204,"Rodrigues Ferreira,Paulo R."
PORT,102,002,2172,ELEM PORT II,3,MWF,10:10 - 11:00,Murphey RBuilding,0314,"VERNON,RICHARD M"
PORT,102,003,2173,ELEM PORT II,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0303,"Rodrigues Ferreira,Paulo R."
PORT,102,004,2174,ELEM PORT II,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0201,"TAYLOR,KRISTINE L.E."
PORT,102,005,2175,ELEM PORT II,3,MWF,13:25 - 14:15,Murphey RBuilding,0314,"VERNON,RICHARD M"
PORT,203,001,2176,INTERMED PORT I,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0101,"TAYLOR,KRISTINE L.E."
PORT,203,002,2975,INTERMED PORT I,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0208,"Lopes de Almeida,Pedro"
PORT,203,003,4807,INTERMED PORT I,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0209,"Lopes de Almeida,Pedro"
PORT,203,004,9377,INTERMED PORT I,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0303,"TAYLOR,KRISTINE L.E."
PORT,316,001,13831,BRAZILIAN PERFORMANCE CAPOEIRA,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0203,"Hauskrecht,Nilzimar"
PORT,323,001,9378,CULTURES BRAZ/PORT/AFR,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0306,"Hill,Chloe M"
PORT,401,001,3402,ACCEL BRAZ PORT I,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0306,"Hill,Chloe M"
PORT,402,001,2177,ACCEL BRAZ PORT II,3,MWF,12:20 - 13:10,TBA RBuilding,TBA,"VERNON,RICHARD M"
PORT,408,001,5792,LAC RECITATION,1,W,12:20 - 13:10 Contemporary Portuga,Hanes Art Center RBuilding,0116,"Rodrigues Ferreira,Paulo R."
PORT,521,001,13832,CONTEMPORARY PORTUGUESE CULT,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0210,"Rodrigues Ferreira,Paulo R."
RLGE,802,001,5854,GRAD EXC PARIS FRANCE,1,TBA,TBA,TBA RBuilding,TBA,Staff
ROML,71,001,13833,ASIA IN IBERIAN CONVERSO LIT,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0209,"HSU,CARMEN Y"
ROML,89,001,14569,FYS: SPECIAL TOPICS,3,TuTh,11:00 - 12:15 DISCOVERING ANIMALS,Dey Hall RBuilding,0208,"Iovino,Serenella"
ROML,89,002,5422,FYS: SPECIAL TOPICS,3,TuTh,"14:00 - 15:15 WONDER, ENERGY, AND",Dey Hall RBuilding,0302,"Matharoo,Sean Singh"
ROML,295,001,11952,RESEARCH IN THE HUMANITIES,3,MW,13:25 - 14:40,Dey Hall RBuilding,303A,"Lopes de Almeida,Pedro"
ROML,462,001,14844,ROMANIAN II,3,TuTh,11:00 - 12:15,New East RBuilding,0201,"Guran,Letitia"
ROML,800,001,11905,ROMS PROFESSIONAL DEVELOPMENT,1,W,14:30 - 15:20,Dey Hall RBuilding,0301,"WELCH,ELLEN R"
ROML,994,015,2983,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
ROML,994,047,3026,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,105,001,13930,SPAN FOR HIGH BEGINNERS,4,MWF,08:00 - 08:50,TBA RBuilding,TBA,Staff
SPAN,105,002,13931,SPAN FOR HIGH BEGINNERS,4,MWF,08:00 - 08:50,Dey Hall RBuilding,0206,"Lindquist,Josefa Escribano"
SPAN,105,003,12023,SPAN FOR HIGH BEGINNERS,4,MWF,09:05 - 09:55,Dey Hall RBuilding,0206,"Lindquist,Josefa Escribano"
SPAN,105,004,12024,SPAN FOR HIGH BEGINNERS,4,MWF,09:05 - 09:55,TBA RBuilding,TBA,"Lomas-Lozano,Beatriz"
SPAN,105,005,2184,SPAN FOR HIGH BEGINNERS,4,MWF,09:05 - 09:55,Hanes Hall RBuilding,0112,Staff
SPAN,105,006,13985,SPAN FOR HIGH BEGINNERS,4,MWF,09:05 - 09:55,Greenlaw RBuilding,0103,Staff
SPAN,105,007,2185,SPAN FOR HIGH BEGINNERS,4,MWF,09:05 - 09:55,Greenlaw RBuilding,0106,Staff
SPAN,105,008,2186,SPAN FOR HIGH BEGINNERS,4,MWF,10:10 - 11:00,Phillips RBuilding,0328,Staff
SPAN,105,009,2187,SPAN FOR HIGH BEGINNERS,4,MWF,10:10 - 11:00,Peabody RBuilding,G050,Staff
SPAN,105,010,2190,SPAN FOR HIGH BEGINNERS,4,MWF,11:15 - 12:05,Dey Hall RBuilding,0206,Staff
SPAN,105,011,2191,SPAN FOR HIGH BEGINNERS,4,MWF,11:15 - 12:05,Dey Hall RBuilding,0313,Staff
SPAN,105,012,2192,SPAN FOR HIGH BEGINNERS,4,MWF,12:20 - 13:10,Murphey RBuilding,0111,Staff
SPAN,105,013,3403,SPAN FOR HIGH BEGINNERS,4,MWF,12:20 - 13:10,Dey Hall RBuilding,0410,Staff
SPAN,105,014,3404,SPAN FOR HIGH BEGINNERS,4,MWF,13:25 - 14:15,Murphey RBuilding,0111,"Maqueda Jimenez,Raquel"
SPAN,105,015,3245,SPAN FOR HIGH BEGINNERS,4,MWF,14:30 - 15:20,Dey Hall RBuilding,0201,"Maqueda Jimenez,Raquel"
SPAN,105,016,9382,SPAN FOR HIGH BEGINNERS,4,MWF,15:35 - 16:25,Dey Hall RBuilding,0201,Staff
SPAN,203,001,13991,INTERMEDIATE SPANISH I,3,MWF,08:00 - 08:50,Dey Hall RBuilding,0208,Staff
SPAN,203,002,2199,INTERMEDIATE SPANISH I,3,MWF,08:00 - 08:50,Dey Hall RBuilding,0209,"Aaron,Nancy Grace"
SPAN,203,003,12025,INTERMEDIATE SPANISH I,3,MWF,08:00 - 08:50,Dey Hall RBuilding,0306,"Gravatt,Michelle Leroux"
SPAN,203,004,12026,INTERMEDIATE SPANISH I,3,MWF,08:00 - 08:50,Dey Hall RBuilding,0303,Staff
SPAN,203,005,12027,INTERMEDIATE SPANISH I,3,MWF,08:00 - 08:50,Dey Hall RBuilding,0302,Staff
SPAN,203,006,13992,INTERMEDIATE SPANISH I,3,MWF,09:05 - 09:55,TBA RBuilding,TBA,"Gravatt,Michelle Leroux"
SPAN,203,007,4539,INTERMEDIATE SPANISH I,3,MWF,09:05 - 09:55,Wilson RBuilding,0139,"Aaron,Nancy Grace"
SPAN,203,008,2201,INTERMEDIATE SPANISH I,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0423,"CARRASCO,CRISTINA"
SPAN,203,009,2202,INTERMEDIATE SPANISH I,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0420,Staff
SPAN,203,010,3804,INTERMEDIATE SPANISH I,3,MWF,09:05 - 09:55,Hamilton Hall RBuilding,0425,Class Enrl Cap:19 Class Enrl Tot:7 Class Wait Cap:999 Class Wait Tot:0 Class Min Enrl:0
SPAN,203,011,2203,INTERMEDIATE SPANISH I,3,MWF,09:05 - 09:55,Murphey RBuilding,0111,"KNORR,HEATHER M"
SPAN,203,012,2204,INTERMEDIATE SPANISH I,3,MWF,10:10 - 11:00,Genome Sciences Building RBuilding,1373,"KNORR,HEATHER M"
