Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor,Missing Attributes
POLI,861,1,9541,QUESTIONNAIRE DESIGN,3,F,13:00 - 15:30,TBA,TBA,"Geisen,Emily McFarlane",FALSE
POLI,883,1,13312,INTRO TO BAYESIAN MODELS,3,M,12:20 - 15:10,Hamilton Hall,351,"Olivella,Santiago",FALSE
POLI,888,200,11536,TRANSATLANTIC DATA ANALYSIS,3,F,09:05 - 12:05,Davie,101,"CRESCENZI,MARK J",FALSE
POLI,890,5,12768,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,8,5570,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,11,3956,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,12,4359,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,17,4360,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,18,4361,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,20,4362,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,26,4363,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,30,4364,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,55,4365,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,890,69,10714,DIRECT READING/POLI,1,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,891,1,13313,SPECIAL TOPICS/POLI,1,Th,12:30 - 15:20 Local Pol Economy,Hamilton Hall,351,"Sahn,Alexander",FALSE
POLI,993,4,3585,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,5,3011,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,7,3470,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,8,1973,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,9,3309,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,10,2960,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,11,3002,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"SPINNER-HALEV,JEFF",FALSE
POLI,993,12,3563,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,13,3260,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,15,4347,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,17,4366,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,18,3953,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,19,10727,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,"BALLARD-ROSA,CAMERON",FALSE
POLI,993,20,4367,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,21,5882,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,22,1974,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,26,4368,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,27,12888,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,30,4348,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,38,4349,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,40,3032,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,46,5868,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,47,3473,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,49,5202,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,54,3536,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,55,3035,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,57,3022,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,58,1975,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,60,3952,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,61,5567,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,62,4350,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,65,3207,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,67,1976,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,68,3259,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,69,2763,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,71,10728,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,72,1977,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,73,4051,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,200,5526,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,201,5903,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,202,5532,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,203,10688,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,204,10875,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,205,10872,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,206,10873,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,207,10871,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,208,10907,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,209,10906,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,993,210,12747,MASTER'S RESEARCH AND THESIS,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,4,2777,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,5,1979,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,6,2787,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,7,3502,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"ROBERTSON,GRAEME B",FALSE
POLI,994,8,2993,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,9,2785,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,10,1980,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,11,1981,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"SPINNER-HALEV,JEFF",FALSE
POLI,994,12,1982,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"VACHUDOVA,MILADA A",FALSE
POLI,994,13,4342,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,15,4343,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,17,4824,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,18,2826,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,19,10698,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"BALLARD-ROSA,CAMERON",FALSE
POLI,994,21,10729,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,22,1983,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,23,5546,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"Roberts,SARAH ANN",FALSE
POLI,994,30,4344,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,38,1984,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,40,1985,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,46,1986,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"HARTLYN,JONATHAN",FALSE
POLI,994,54,1987,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,55,1988,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,58,1989,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"BICKFORD,SUSAN L",FALSE
POLI,994,60,4336,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,61,5535,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,62,4345,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,66,1990,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,68,2786,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"BAPAT,NAVIN A",FALSE
POLI,994,69,4346,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,72,1991,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,Staff,FALSE
POLI,994,73,3282,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA,TBA,"ROBERTS,JASON MATTHEW",FALSE
NSCI,175,1,5762,INTRODUCTION TO NEUROSCIENCE,3,TuTh,08:00 - 09:15,Peabody,1040,"Parekh,Shveta",FALSE
NSCI,221,1,12155,NEUROPSYCHOPHARMACOLOGY,3,MWF,09:05 - 09:55,Carroll,111,"Penton,Rachel Elizabeth",FALSE
NSCI,222,1,5764,LEARNING,3,TuTh,14:00 - 15:15,Fetzer Hall,109,"Estle,Sara",FALSE
NSCI,222,2,14215,LEARNING,3,TuTh,11:00 - 12:15,Greenlaw,301,"LYSLE,DONALD T",FALSE
NSCI,225,1,5765,SENSATION & PERCEPT,3,TuTh,15:30 - 16:45,Howell,115,"Chanon,Vicki West",FALSE
NSCI,277,1,14216,ADDICTION NEUROSCIENCE LAB,3,W,08:00 - 11:00,TBA,TBA,"Parekh,Shveta",FALSE
NSCI,277,2,14217,ADDICTION NEUROSCIENCE LAB,3,W,12:20 - 15:20,TBA,TBA,"Parekh,Shveta",FALSE
NSCI,278,1,10424,MOLECULAR IMAGING OF THE BRAIN,3,Tu,12:30 - 15:30,TBA,TBA,"Robertson,Sabrina Elizabeth",FALSE
NSCI,278,2,10425,MOLECULAR IMAGING OF THE BRAIN,3,Th,12:30 - 15:30,TBA,TBA,"Robertson,Sabrina Elizabeth",FALSE
NSCI,326,1,12282,NEUROSCIENCE CAREERS & NETWORK,3,TuTh,09:30 - 10:45,Dey Hall,202,"Robertson,Sabrina Elizabeth",FALSE
NSCI,395,17,9977,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,18,10980,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,24,5966,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,28,5936,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,94,5937,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,131,10018,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,134,12911,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,135,12914,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,155,11010,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,158,9982,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,180,10981,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,187,5993,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,190,5972,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,192,11012,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,198,10940,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,203,5994,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,206,5967,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,211,12906,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,213,12904,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,215,5938,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,216,5939,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,219,12909,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,221,10938,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,229,5995,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,231,10016,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,232,5996,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,236,12908,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,240,5940,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,241,5997,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,242,12910,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,243,10937,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,246,5935,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,247,10019,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,250,12907,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,251,12913,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,256,5941,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,263,10939,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,264,11011,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,265,12912,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,266,5965,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,268,12905,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,269,9983,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,271,9981,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,272,10017,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,395,273,9980,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
NSCI,405,1,14220,ADV MOLECULAR NEUROPHARM,3,MWF,11:15 - 12:05,Davie,301,"Penton,Rachel Elizabeth",FALSE
NSCI,419,1,14235,BEHAVIORAL ENDOCRINOLOGY,3,TuTh,12:30 - 13:45,Peabody,2094,"Gaudier-Diaz,Monica Michelle",FALSE
NSCI,422,1,5766,GENETICS OF BRAIN DISEASES,3,TuTh,09:30 - 10:45,Hanes Hall,112,"SNIDER,WILLIAM D",FALSE
NSCI,434,1,12195,COGNITIVE NEUROSCIENCE,3,TuTh,11:00 - 12:15,Gardner,1,"HOPFINGER,JOSEPH B",FALSE
NSCI,490,1,10586,CURRENT TOPICS IN NEUROSCIENCE,3,TuTh,14:00 - 15:15,Davie,301,"Chanon,Vicki West",FALSE
NSCI,493,1,9439,INTERNSHIP IN NEUROSCIENCE,3,W,14:30 - 15:20,TBA,TBA,"BUZINSKI,STEVEN G.",FALSE
NSCI,507,1,14296,AUTISM,3,TuTh,15:30 - 16:45,Gardner,1,"Estle,Sara",FALSE
PSYC,54,1,14273,FYS FAMILIES & CHILDREN,3,TuTh,09:30 - 10:45,Dey Hall,201,"Cooper,Shauna M",FALSE
PSYC,101,1,3139,GENERAL PSYCHOLOGY,3,TuTh,14:00 - 15:15,Hanes Art Center,121,"Loeb,Jeannie H",FALSE
PSYC,101,2,3140,GENERAL PSYCHOLOGY,3,TuTh,11:00 - 12:15,Global Center,1015,"Adeyanju,Ndidi",FALSE
PSYC,101,900,11046,GENERAL PSYCHOLOGY,3,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,115,1,11690,REASONING WITH DATA,3,MWF,10:10 - 11:00,Phillips,215,"McCombs,Mark A.",FALSE
PSYC,180,1,9719,TECHNOLOGY & ADOLESCENT BRAIN,3,MWF,14:30 - 15:20,Carroll,111,"Li,Rosa",FALSE
PSYC,180,2,14275,TECHNOLOGY & ADOLESCENT BRAIN,3,MWF,10:10 - 11:00,Coker,201,"Li,Rosa",FALSE
PSYC,210,1,1560,STAT PRIN PSYC RES,3,TuTh,12:30 - 13:45,Hamilton Hall,100,"Parikh,Natasha A",FALSE
PSYC,210,2,9931,STAT PRIN PSYC RES,3,TuTh,15:30 - 16:45,Hanes Art Center,121,"Parikh,Natasha A",FALSE
PSYC,220,1,4597,BIOPSYCHOLOGY,3,TuTh,12:30 - 13:45,Coker,201,"Estle,Sara",FALSE
PSYC,220,2,9477,BIOPSYCHOLOGY,3,TuTh,08:00 - 09:15,Davie,301,"Barkell,Gillian Alexandra",FALSE
PSYC,230,1,1561,INTRO COGNITIVE PSY,3,TuTh,11:00 - 12:15,Murphey,116,"Chanon,Vicki West",FALSE
PSYC,230,2,12649,INTRO COGNITIVE PSY,3,TuTh,14:00 - 15:15,Dey Hall,206,"Powers,Jessika Annaliisa",FALSE
PSYC,230,3,14276,INTRO COGNITIVE PSY,3,TuTh,15:30 - 16:45,Dey Hall,305,"Fackler,Nicole Grace",FALSE
PSYC,242,1,3395,INTRO TO CLINICAL PSYC,3,MWF,11:15 - 12:05,Murphey,116,"GRIFFIN,DESIREE A",FALSE
PSYC,242,2,9478,INTRO TO CLINICAL PSYC,3,TuTh,15:30 - 16:45,Murphey,104,"Myers,Nicholas Scott",FALSE
PSYC,242,4,14280,INTRO TO CLINICAL PSYC,3,MWF,14:30 - 15:20,Davie,301,"Merritt,Carrington Cheryse",FALSE
PSYC,245,1,1563,PSYCHOPATHOLOGY,3,TuTh,12:30 - 13:45,Manning,209,"BARDONE-CONE,ANNA MARIE",FALSE
PSYC,245,2,1564,PSYCHOPATHOLOGY,3,TuTh,11:00 - 12:15,Dey Hall,206,"Petrie,Rachel Cyan",FALSE
PSYC,245,3,14283,PSYCHOPATHOLOGY,3,MWF,08:00 - 08:50,Davie,301,"Haik,Amanda Katharine",FALSE
PSYC,245,4,14284,PSYCHOPATHOLOGY,3,TuTh,15:30 - 16:45,Fetzer Hall,106,"Baucom,Donald H.",FALSE
PSYC,250,1,1568,CHILD DEVELOPMENT,3,TuTh,09:30 - 10:45,Murphey,116,"Stephens,Rebecca Louise",FALSE
PSYC,260,1,1574,SOCIAL PSYCHOLOGY,3,MWF,10:10 - 11:00,Fetzer Hall,109,"BUZINSKI,STEVEN G.",FALSE
PSYC,260,2,12796,SOCIAL PSYCHOLOGY,3,TuTh,12:30 - 13:45,Gardner,308,"Frye,Natalie Grace",FALSE
PSYC,260,3,12693,SOCIAL PSYCHOLOGY,3,TBA,TBA,TBA,TBA,"Chandler,Kylie Reynolds",FALSE
PSYC,260,4,14288,SOCIAL PSYCHOLOGY,3,TuTh,12:30 - 13:45,Hanes Hall,125,"O'Fallon,Connor Patrick",FALSE
PSYC,270,1,1579,RESEARCH METHODS/PSYC,3,,,,,Staff,TRUE
PSYC,270,2,10431,RESEARCH METHODS/PSYC,3,,,,,Staff,TRUE
PSYC,391,1,12203,PEDAGOGY COURSE FOR PSYCHOLOGY,3,M,17:00 - 18:00,Woollen Gym,304,Staff,FALSE
PSYC,395,1,1735,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,17,1736,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,18,5579,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,24,3574,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,28,1737,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,94,5964,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,104,1738,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,131,10973,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,134,10020,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,142,1739,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,144,1740,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,153,3557,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,155,4420,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,158,10026,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,180,4430,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,187,4033,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,188,3595,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,190,5933,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,192,1741,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,196,3575,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,198,1742,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,199,4030,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,203,3272,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,206,3596,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,211,3556,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,214,10975,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,215,12918,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,219,3586,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,221,3594,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,222,1753,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,223,4034,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,224,4823,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,225,1754,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,226,1755,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,227,3299,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,228,2783,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,229,1756,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,230,1757,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,231,1758,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,232,4046,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,233,3559,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,234,3300,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,235,3269,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,236,3273,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,237,4032,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,239,1759,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,240,3001,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,241,3298,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
PSYC,395,242,10974,INDEPENDENT RESEARCH,1,TBA,TBA,TBA,TBA,Staff,FALSE
